Date,Open,High,Low,Close,Volume
2021-11-28,26.79750000,26.82750000,24.33750000,24.69000000,4658219.00000000
2021-11-27,25.46250000,27.15000000,24.37500000,26.85000000,14988231.00000000
2021-11-26,24.72750000,27.26250000,22.55250000,25.44750000,18778700.00000000
2021-11-25,23.94750000,25.07250000,23.56500000,24.67500000,6540308.00000000
2021-11-24,24.60000000,24.60750000,23.25000000,24.00000000,4433284.00000000
2021-11-23,23.72250000,24.80250000,23.34000000,24.60750000,4442897.00000000
2021-11-22,25.11750000,25.11750000,23.40750000,23.78250000,4784510.00000000
2021-11-21,25.25250000,25.60500000,24.71250000,25.12500000,4409193.00000000
2021-11-20,24.04500000,28.50000000,23.85750000,25.24500000,9626062.00000000
2021-11-19,23.01750000,24.12750000,21.71250000,24.06000000,7856076.00000000
2021-11-18,27.29250000,29.92500000,22.20000000,23.04000000,15608908.00000000
2021-11-17,25.82250000,27.45000000,24.36000000,27.25500000,12584992.00000000
2021-11-16,25.52250000,26.37750000,22.97250000,25.82250000,21098742.00000000
2021-11-15,24.49500000,26.40000000,24.07500000,25.44000000,14280071.00000000
2021-11-14,24.30000000,25.90500000,23.82750000,24.41250000,11192348.00000000
2021-11-13,23.73000000,24.96750000,23.64750000,24.27000000,2549635.00000000
2021-11-12,24.40500000,24.46500000,23.12250000,23.73000000,3437391.00000000
2021-11-11,23.70000000,24.90000000,23.36250000,24.43500000,6558703.00000000
2021-11-10,24.99000000,25.14000000,23.12250000,23.70000000,7288401.00000000
2021-11-09,25.10250000,25.65000000,24.67500000,25.03500000,5186419.00000000
2021-11-08,25.71750000,25.74000000,24.54750000,25.06500000,6102133.00000000
2021-11-07,26.75250000,26.76750000,25.49250000,25.71750000,4663622.00000000
2021-11-06,25.36500000,31.38750000,25.36500000,26.77500000,20272467.00000000
2021-11-05,25.82250000,27.37500000,24.96000000,25.25250000,4183653.00000000
2021-11-04,25.47750000,26.44500000,25.05750000,25.84500000,6162846.00000000
2021-11-03,26.01000000,26.32500000,24.50250000,25.47000000,4298033.00000000
2021-11-02,25.61250000,26.06250000,24.92250000,26.04750000,3016921.00000000
2021-11-01,25.61250000,26.06250000,23.91000000,25.57500000,5929605.00000000
2021-10-31,24.42750000,25.72500000,23.50500000,25.61250000,6573932.00000000
2021-10-30,23.52750000,24.65250000,23.20500000,24.39000000,5125540.00000000
2021-10-29,22.69500000,23.61000000,22.35000000,23.51250000,2901569.00000000
2021-10-28,21.55500000,22.71750000,20.69250000,22.69500000,3251244.00000000
2021-10-27,24.43500000,24.43500000,20.47500000,21.61500000,7058811.00000000
2021-10-26,24.47250000,26.25000000,24.06000000,24.36000000,7896992.00000000
2021-10-25,23.87250000,24.57750000,23.87250000,24.43500000,12137529.00000000
2021-10-24,24.60750000,24.97500000,23.43750000,23.94750000,41457945.00000000
